"","gene","cluster","species","pct_exp_max","n_species","n_celltype","n_gene"
"1467","RpL19","Fat","Dsim",0.857,3,1,89
"1468","RpL21","Fat","Dmel",0.684,3,1,89
"1469","RpL21","Fat","Dsec",0.568,3,1,89
"1470","RpL21","Fat","Dsim",0.643,3,1,89
"1471","RpL23","Fat","Dmel",0.776,3,3,89
"1472","RpL23","Fat","Dsec",0.811,3,3,89
"1473","RpL23","Fat","Dsim",0.81,3,3,89
"1474","RpL23","MON","Dmel",0.545,3,3,2
"1475","RpL23","MON","Dsec",0.667,3,3,2
"1476","RpL23","MON","Dsim",0.516,3,3,2
"1477","RpL23","ort","Dmel",0.706,3,3,16
"1478","RpL23","ort","Dsec",0.677,3,3,16
"1479","RpL23","ort","Dsim",0.652,3,3,16
"1480","RpL23A","Fat","Dmel",0.816,3,1,89
"1481","RpL23A","Fat","Dsec",0.649,3,1,89
"1482","RpL23A","Fat","Dsim",0.81,3,1,89
"1483","RpL24","Fat","Dmel",0.711,3,1,89
"1484","RpL24","Fat","Dsec",0.784,3,1,89
"1485","RpL24","Fat","Dsim",0.619,3,1,89
"1486","RpL26","Fat","Dmel",0.711,3,1,89
"1487","RpL26","Fat","Dsec",0.703,3,1,89
"1488","RpL26","Fat","Dsim",0.881,3,1,89
"1489","RpL27","Fat","Dmel",0.75,3,1,89
"1490","RpL27","Fat","Dsec",0.676,3,1,89
"1491","RpL27","Fat","Dsim",0.762,3,1,89
"1492","RpL27A","Fat","Dmel",0.895,3,1,89
"1493","RpL27A","Fat","Dsec",0.838,3,1,89
"1494","RpL27A","Fat","Dsim",0.881,3,1,89
"1495","RpL28","Fat","Dmel",0.816,3,1,89
"1496","RpL28","Fat","Dsec",0.784,3,1,89
"1497","RpL28","Fat","Dsim",0.905,3,1,89
"1498","RpL3","Fat","Dmel",0.724,3,1,89
"1499","RpL3","Fat","Dsec",0.676,3,1,89
"1500","RpL3","Fat","Dsim",0.714,3,1,89
"1501","RpL31","Fat","Dmel",0.803,3,1,89
"1502","RpL31","Fat","Dsec",0.703,3,1,89
"1503","RpL31","Fat","Dsim",0.833,3,1,89
"1504","RpL32","Fat","Dmel",0.697,3,1,89
"1505","RpL32","Fat","Dsec",0.676,3,1,89
"1506","RpL32","Fat","Dsim",0.762,3,1,89
"1507","RpL34b","Fat","Dmel",0.658,3,1,89
"1508","RpL34b","Fat","Dsec",0.595,3,1,89
"1509","RpL34b","Fat","Dsim",0.69,3,1,89
"1510","RpL35","Fat","Dmel",0.776,3,1,89
"1511","RpL35","Fat","Dsec",0.784,3,1,89
"1512","RpL35","Fat","Dsim",0.595,3,1,89
"1513","RpL35A","Fat","Dmel",0.566,3,1,89
"1514","RpL35A","Fat","Dsec",0.541,3,1,89
"1515","RpL35A","Fat","Dsim",0.738,3,1,89
"1516","RpL36","Fat","Dmel",0.789,3,1,89
"1517","RpL36","Fat","Dsec",0.757,3,1,89
"1518","RpL36","Fat","Dsim",0.81,3,1,89
"1519","RpL37A","Fat","Dmel",0.632,3,1,89
"1520","RpL37A","Fat","Dsec",0.568,3,1,89
"1521","RpL37A","Fat","Dsim",0.762,3,1,89
"1522","RpL37a","Fat","Dmel",0.855,3,1,89
"1523","RpL37a","Fat","Dsec",0.811,3,1,89
"1524","RpL37a","Fat","Dsim",0.857,3,1,89
"1525","RpL38","Fat","Dmel",0.539,3,1,89
"1526","RpL38","Fat","Dsec",0.541,3,1,89
"1527","RpL38","Fat","Dsim",0.786,3,1,89
"1528","RpL39","Fat","Dmel",0.763,3,1,89
"1529","RpL39","Fat","Dsec",0.757,3,1,89
"1530","RpL39","Fat","Dsim",0.714,3,1,89
"1531","RpL4","Fat","Dmel",0.711,3,1,89
"1532","RpL4","Fat","Dsec",0.622,3,1,89
"1533","RpL4","Fat","Dsim",0.619,3,1,89
"1534","RpL40","Fat","Dmel",0.632,3,1,89
"1535","RpL40","Fat","Dsec",0.622,3,1,89
"1536","RpL40","Fat","Dsim",0.643,3,1,89
"1537","RpL41","Fat","Dmel",0.711,3,1,89
"1538","RpL41","Fat","Dsec",0.784,3,1,89
"1539","RpL41","Fat","Dsim",0.857,3,1,89
"1540","RpL5","Fat","Dmel",0.632,3,1,89
"1541","RpL5","Fat","Dsec",0.568,3,1,89
"1542","RpL5","Fat","Dsim",0.69,3,1,89
"1543","RpL6","Fat","Dmel",0.816,3,1,89
"1544","RpL6","Fat","Dsec",0.73,3,1,89
"1545","RpL6","Fat","Dsim",0.929,3,1,89
"1546","RpL7","Fat","Dmel",0.895,3,1,89
"1547","RpL7","Fat","Dsec",0.784,3,1,89
"1548","RpL7","Fat","Dsim",0.762,3,1,89
"1549","RpL7A","Fat","Dmel",0.868,3,1,89
"1550","RpL7A","Fat","Dsec",0.622,3,1,89
"1551","RpL7A","Fat","Dsim",0.81,3,1,89
"1552","RpL8","Fat","Dmel",0.803,3,1,89
"1553","RpL8","Fat","Dsec",0.757,3,1,89
"1554","RpL8","Fat","Dsim",0.786,3,1,89
"1555","RpLP0","Fat","Dmel",0.632,3,1,89
"1556","RpLP0","Fat","Dsec",0.622,3,1,89
"1557","RpLP0","Fat","Dsim",0.667,3,1,89
"1558","RpLP1","Fat","Dmel",0.855,3,1,89
"1559","RpLP1","Fat","Dsec",0.757,3,1,89
"1560","RpLP1","Fat","Dsim",0.881,3,1,89
"1561","RpLP2","Fat","Dmel",0.855,3,1,89
"1562","RpLP2","Fat","Dsec",0.811,3,1,89
"1563","RpLP2","Fat","Dsim",0.762,3,1,89
"1564","RpS10b","Fat","Dmel",0.737,3,1,89
"1565","RpS10b","Fat","Dsec",0.622,3,1,89
"1566","RpS10b","Fat","Dsim",0.714,3,1,89
"1567","RpS11","Fat","Dmel",0.776,3,1,89
"1568","RpS11","Fat","Dsec",0.595,3,1,89
"1569","RpS11","Fat","Dsim",0.738,3,1,89
"1570","RpS12","Fat","Dmel",0.711,3,1,89
"1571","RpS12","Fat","Dsec",0.622,3,1,89
"1572","RpS12","Fat","Dsim",0.667,3,1,89
"1573","RpS13","Fat","Dmel",0.671,3,1,89
"1574","RpS13","Fat","Dsec",0.703,3,1,89
"1575","RpS13","Fat","Dsim",0.667,3,1,89
"1576","RpS15","Fat","Dmel",0.789,3,1,89
"1577","RpS15","Fat","Dsec",0.838,3,1,89
"1578","RpS15","Fat","Dsim",0.714,3,1,89
"1579","RpS15Aa","Fat","Dmel",0.816,3,1,89
"1580","RpS15Aa","Fat","Dsec",0.595,3,1,89
"1581","RpS15Aa","Fat","Dsim",0.619,3,1,89
"1582","RpS16","Fat","Dmel",0.737,3,1,89
"1583","RpS16","Fat","Dsec",0.703,3,1,89
"1584","RpS16","Fat","Dsim",0.81,3,1,89
"1585","RpS17","Fat","Dmel",0.618,3,1,89
"1586","RpS17","Fat","Dsec",0.595,3,1,89
"1587","RpS17","Fat","Dsim",0.619,3,1,89
"1588","RpS18","Fat","Dmel",0.868,3,1,89
"1589","RpS18","Fat","Dsec",0.73,3,1,89
"1590","RpS18","Fat","Dsim",0.905,3,1,89
"1591","RpS2","Da5/7","Dmel",0.536,3,2,30
"1592","RpS2","Da5/7","Dsec",0.529,3,2,30
"1593","RpS2","Da5/7","Dsim",0.704,3,2,30
"1594","RpS2","Fat","Dmel",0.763,3,2,89
"1595","RpS2","Fat","Dsec",0.649,3,2,89
"1596","RpS2","Fat","Dsim",0.857,3,2,89
"1597","RpS20","Fat","Dmel",0.737,3,1,89
"1598","RpS20","Fat","Dsec",0.595,3,1,89
"1599","RpS20","Fat","Dsim",0.643,3,1,89
"1600","RpS21","Fat","Dmel",0.618,3,1,89
"1601","RpS21","Fat","Dsec",0.568,3,1,89
"1602","RpS21","Fat","Dsim",0.667,3,1,89
"1603","RpS23","Fat","Dmel",0.711,3,1,89
"1604","RpS23","Fat","Dsec",0.73,3,1,89
"1605","RpS23","Fat","Dsim",0.571,3,1,89
"1606","RpS25","Fat","Dmel",0.776,3,1,89
"1607","RpS25","Fat","Dsec",0.676,3,1,89
"1608","RpS25","Fat","Dsim",0.881,3,1,89
"1609","RpS26","Fat","Dmel",0.711,3,1,89
"1610","RpS26","Fat","Dsec",0.757,3,1,89
"1611","RpS26","Fat","Dsim",0.762,3,1,89
"1612","RpS27","Fat","Dmel",0.737,3,1,89
"1613","RpS27","Fat","Dsec",0.784,3,1,89
"1614","RpS27","Fat","Dsim",0.786,3,1,89
"1615","RpS27A","Fat","Dmel",0.763,3,1,89
"1616","RpS27A","Fat","Dsec",0.784,3,1,89
"1617","RpS27A","Fat","Dsim",0.714,3,1,89
"1618","RpS29","Fat","Dmel",0.803,3,1,89
"1619","RpS29","Fat","Dsec",0.784,3,1,89
"1620","RpS29","Fat","Dsim",0.714,3,1,89
"1621","RpS3","Fat","Dmel",0.816,3,1,89
"1622","RpS3","Fat","Dsec",0.595,3,1,89
"1623","RpS3","Fat","Dsim",0.619,3,1,89
"1624","RpS30","Fat","Dmel",0.724,3,1,89
"1625","RpS30","Fat","Dsec",0.622,3,1,89
"1626","RpS30","Fat","Dsim",0.762,3,1,89
"1627","RpS3A","Fat","Dmel",0.671,3,1,89
"1628","RpS3A","Fat","Dsec",0.811,3,1,89
"1629","RpS3A","Fat","Dsim",0.857,3,1,89
"1630","RpS4","Fat","Dmel",0.737,3,1,89
"1631","RpS4","Fat","Dsec",0.703,3,1,89
"1632","RpS4","Fat","Dsim",0.81,3,1,89
"1633","RpS5a","Fat","Dmel",0.645,3,1,89
"1634","RpS5a","Fat","Dsec",0.676,3,1,89
"1635","RpS5a","Fat","Dsim",0.69,3,1,89
"1636","RpS6","Fat","Dmel",0.711,3,1,89
"1637","RpS6","Fat","Dsec",0.622,3,1,89
"1638","RpS6","Fat","Dsim",0.81,3,1,89
"1639","RpS7","Fat","Dmel",0.789,3,1,89
"1640","RpS7","Fat","Dsec",0.892,3,1,89
"1641","RpS7","Fat","Dsim",0.857,3,1,89
"1642","RpS8","Fat","Dmel",0.829,3,1,89
"1643","RpS8","Fat","Dsec",0.784,3,1,89
"1644","RpS8","Fat","Dsim",0.81,3,1,89
"1645","RpS9","Fat","Dmel",0.75,3,1,89
"1646","RpS9","Fat","Dsec",0.757,3,1,89
"1647","RpS9","Fat","Dsim",0.69,3,1,89
"1648","Rx","AstA","Dmel",0.91,3,1,41
"1649","Rx","AstA","Dsec",0.887,3,1,41
"1650","Rx","AstA","Dsim",0.862,3,1,41
"1651","SIFa","SIFa","Dmel",0.794,3,1,32
"1652","SIFa","SIFa","Dsec",1,3,1,32
"1653","SIFa","SIFa","Dsim",0.6,3,1,32
"1654","SPARC","Blood","Dmel",1,3,1,56
"1655","SPARC","Blood","Dsec",0.75,3,1,56
"1656","SPARC","Blood","Dsim",0.609,3,1,56
"1657","SPR","SIFa","Dmel",0.765,3,1,32
"1658","SPR","SIFa","Dsec",0.914,3,1,32
"1659","SPR","SIFa","Dsim",0.92,3,1,32
"1660","SPoCk","fru(Ms)","Dmel",0.574,3,1,8
"1661","SPoCk","fru(Ms)","Dsec",0.775,3,1,8
"1662","SPoCk","fru(Ms)","Dsim",0.575,3,1,8
"1663","Saf-B","Da5/7","Dmel",0.571,3,1,30
"1664","Saf-B","Da5/7","Dsec",0.529,3,1,30
"1665","Saf-B","Da5/7","Dsim",0.759,3,1,30
"1666","Scp2","CCHa2(2)","Dmel",0.785,3,1,9
"1667","Scp2","CCHa2(2)","Dsec",0.836,3,1,9
"1668","Scp2","CCHa2(2)","Dsim",0.575,3,1,9
"1669","Scr","FMRFa(1)","Dmel",0.707,3,2,10
"1670","Scr","FMRFa(1)","Dsec",0.727,3,2,10
"1671","Scr","FMRFa(1)","Dsim",0.707,3,2,10
"1672","Scr","FMRFa(2)","Dmel",0.731,3,2,18
"1673","Scr","FMRFa(2)","Dsec",0.944,3,2,18
"1674","Scr","FMRFa(2)","Dsim",1,3,2,18
"1675","Sema1b","Blood","Dmel",1,3,1,56
"1676","Sema1b","Blood","Dsec",0.5,3,1,56
"1677","Sema1b","Blood","Dsim",0.522,3,1,56
"1678","Sema5c","Blood","Dmel",0.6,3,2,56
"1679","Sema5c","Blood","Dsec",0.75,3,2,56
"1680","Sema5c","Blood","Dsim",0.696,3,2,56
"1681","Sema5c","PRN","Dmel",0.512,3,2,24
"1682","Sema5c","PRN","Dsec",0.651,3,2,24
"1683","Sema5c","PRN","Dsim",0.716,3,2,24
"1684","SerT","SER","Dmel",0.822,3,1,10
"1685","SerT","SER","Dsec",0.733,3,1,10
"1686","SerT","SER","Dsim",0.726,3,1,10
"1687","Shawl","AstA","Dmel",0.821,3,2,41
"1688","Shawl","AstA","Dsec",0.565,3,2,41
"1689","Shawl","AstA","Dsim",0.69,3,2,41
"1690","Shawl","γ-KC","Dmel",0.786,3,2,19
"1691","Shawl","γ-KC","Dsec",0.564,3,2,19
"1692","Shawl","γ-KC","Dsim",0.65,3,2,19
"1693","Sin3A","Blood","Dmel",0.6,3,3,56
"1694","Sin3A","Blood","Dsec",0.75,3,3,56
"1695","Sin3A","Blood","Dsim",0.565,3,3,56
"1696","Sin3A","CTX","Dmel",0.73,3,3,75
"1697","Sin3A","CTX","Dsec",0.548,3,3,75
"1698","Sin3A","CTX","Dsim",0.681,3,3,75
"1699","Sin3A","Mip(2)","Dmel",0.625,3,3,23
"1700","Sin3A","Mip(2)","Dsec",0.55,3,3,23
"1701","Sin3A","Mip(2)","Dsim",0.65,3,3,23
"1702","Six4","FMRFa(1)","Dmel",0.6,3,2,10
"1703","Six4","FMRFa(1)","Dsec",0.618,3,2,10
"1704","Six4","FMRFa(1)","Dsim",0.559,3,2,10
"1705","Six4","FMRFa(2)","Dmel",0.808,3,2,18
"1706","Six4","FMRFa(2)","Dsec",0.833,3,2,18
"1707","Six4","FMRFa(2)","Dsim",0.947,3,2,18
"1708","Slik","Blood","Dmel",0.8,3,2,56
"1709","Slik","Blood","Dsec",0.75,3,2,56
"1710","Slik","Blood","Dsim",0.609,3,2,56
"1711","Slik","CTX","Dmel",0.521,3,2,75
"1712","Slik","CTX","Dsec",0.503,3,2,75
"1713","Slik","CTX","Dsim",0.554,3,2,75
"1714","Slob","α'β'-KC","Dmel",0.808,3,3,25
"1715","Slob","α'β'-KC","Dsec",0.716,3,3,25
"1716","Slob","α'β'-KC","Dsim",0.724,3,3,25
"1717","Slob","αβ-KC","Dmel",0.688,3,3,24
"1718","Slob","αβ-KC","Dsec",0.634,3,3,24
"1719","Slob","αβ-KC","Dsim",0.667,3,3,24
"1720","Slob","γ-KC","Dmel",0.755,3,3,19
"1721","Slob","γ-KC","Dsec",0.63,3,3,19
"1722","Slob","γ-KC","Dsim",0.664,3,3,19
"1723","Snoo","Da5/7","Dmel",0.579,3,4,30
"1724","Snoo","Da5/7","Dsec",0.601,3,4,30
"1725","Snoo","Da5/7","Dsim",0.574,3,4,30
"1726","Snoo","Da6(I)","Dmel",0.56,3,4,7
"1727","Snoo","Da6(I)","Dsec",0.6,3,4,7
"1728","Snoo","Da6(I)","Dsim",0.5,3,4,7
"1729","Snoo","Hug","Dmel",0.658,3,4,21
"1730","Snoo","Hug","Dsec",0.55,3,4,21
"1731","Snoo","Hug","Dsim",0.667,3,4,21
"1732","Snoo","Proc","Dmel",0.751,3,4,35
"1733","Snoo","Proc","Dsec",0.735,3,4,35
"1734","Snoo","Proc","Dsim",0.787,3,4,35
"1735","Sox102F","Crz","Dmel",0.929,3,1,24
"1736","Sox102F","Crz","Dsec",0.667,3,1,24
"1737","Sox102F","Crz","Dsim",0.882,3,1,24
"1738","Sox21b","Poxn","Dmel",0.681,3,1,30
"1739","Sox21b","Poxn","Dsec",0.835,3,1,30
"1740","Sox21b","Poxn","Dsim",0.754,3,1,30
"1741","SoxN","CTX","Dmel",0.862,3,4,75
"1742","SoxN","CTX","Dsec",0.632,3,4,75
"1743","SoxN","CTX","Dsim",0.848,3,4,75
"1744","SoxN","Crz","Dmel",0.5,3,4,24
"1745","SoxN","Crz","Dsec",0.5,3,4,24
"1746","SoxN","Crz","Dsim",0.588,3,4,24
"1747","SoxN","Poxn","Dmel",0.841,3,4,30
"1748","SoxN","Poxn","Dsec",0.658,3,4,30
"1749","SoxN","Poxn","Dsim",0.798,3,4,30
"1750","SoxN","ort","Dmel",0.765,3,4,16
"1751","SoxN","ort","Dsec",0.508,3,4,16
"1752","SoxN","ort","Dsim",0.739,3,4,16
"1753","Sp1","Crz","Dmel",1,3,1,24
"1754","Sp1","Crz","Dsec",1,3,1,24
"1755","Sp1","Crz","Dsim",1,3,1,24
"1756","Su(Tpl)","IPC","Dmel",0.556,3,1,32
"1757","Su(Tpl)","IPC","Dsec",0.625,3,1,32
"1758","Su(Tpl)","IPC","Dsim",0.806,3,1,32
"1759","Svil","Blood","Dmel",0.6,3,3,56
"1760","Svil","Blood","Dsec",1,3,3,56
"1761","Svil","Blood","Dsim",0.609,3,3,56
"1762","Svil","SIFa","Dmel",0.853,3,3,32
"1763","Svil","SIFa","Dsec",0.771,3,3,32
